rxns	rxnNames	FV_GEM	FV_ecModel
KARA2No1	Ketol-acid reductoisomerase (2-Acetolactate) (No1)	499.104518137045	1.45483920832579e-05
ACCOACNo1	Acetyl-CoA carboxylase (No1)	499.104518137047	1.45483920809264e-05
NADKNo1	NAD kinase (No1)	499.104518137047	1.45483920835909e-05
ICHORS_copy2No1	 (No1)	499.104518137046	1.45483920821476e-05
SUCBZSNo1	O-succinylbenzoate-CoA synthase (No1)	499.104518137046	1.45483920808154e-05
DHBDNo1	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (No1)	363.06352963984	1.41481203391747e-05
ICHORTNo1	Isochorismatase (No1)	359.314464553577	1.41481203385455e-05
RBK_L1No1	L-ribulokinase (L-ribulose) (No1)	499.104518137047	1.45483920803713e-05
arm_RBP4E	L-ribulose-phosphate 4-epimerase (arm)	274.982942967722	1.4052063134283e-05
RBP4ENo1	L-ribulose-phosphate 4-epimerase (No1)	1000	0.0104450759656066
RBP4ENo2	L-ribulose-phosphate 4-epimerase (No2)	1000	0.0104450759666114
RBP4ENo3	L-ribulose-phosphate 4-epimerase (No3)	1000	0.0104450759649141
arm_NTD2	5'-nucleotidase (UMP) (arm)	512.738897716395	0.000693841760099484
NTD2No1	5'-nucleotidase (UMP) (No1)	499.104518137047	1.45483920820366e-05
NTD2No2	5'-nucleotidase (UMP) (No2)	499.104518137046	1.45483920874767e-05
NTD5No4	5'-nucleotidase (dTMP) (No4)	753.199154088176	0.000302727535586455
arm_NTD6	5'-nucleotidase (dAMP) (arm)	282.027145214238	7.25680551217148e-06
NTD6No1	5'-nucleotidase (dAMP) (No1)	273.0832119984	7.25680551177943e-06
NTD6No2	5'-nucleotidase (dAMP) (No2)	611.974312696644	0.000695423198661472
NTD6No3	5'-nucleotidase (dAMP) (No3)	273.238440623328	1.38091783483882e-05
LGTHLNo1	Lactoylglutathione lyase (No1)	410.006731448781	2.90125808412668e-05
arm_PYDXPP	Pyridoxal 5-phosphate phosphatase (arm)	518.40404386941	5.80251617208205e-05
PYDXPPNo1	Pyridoxal 5-phosphate phosphatase (No1)	512.643888354127	5.80251617021688e-05
PYDXPPNo2	Pyridoxal 5-phosphate phosphatase (No2)	513.537168864727	2.90116851285352e-05
PYDXPPNo3	Pyridoxal 5-phosphate phosphatase (No3)	333.23270884551	1.45114403651003e-05
PYDXPPNo4	Pyridoxal 5-phosphate phosphatase (No4)	199.939625307305	1.4470109692688e-05
PDXPPNo1	Pyridoxine 5-phosphate phosphatase (No1)	410.010980348308	2.90125808460884e-05
arm_HACD6	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA) (arm)	518.40404386941	5.80251616923988e-05
HACD6No1	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA) (No1)	199.939625307306	1.4470109690301e-05
HACD6No2	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA) (No2)	410.010980348308	2.90125808970511e-05
arm_ECOAH1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (arm)	199.939625307306	1.44701096907451e-05
ECOAH1No1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (No1)	410.010980348308	2.90125808441638e-05
ECOAH1No2	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (No2)	515.002649370783	2.90125808721786e-05
arm_ECOAH2	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA) (arm)	512.643888354128	5.80251617145894e-05
ECOAH2No1	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA) (No1)	358.718062570825	1.41481203388416e-05
ECOAH2No2	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA) (No2)	368.05171358512	1.41481203389156e-05
arm_ECOAH3	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA) (arm)	363.063529639842	1.41481203379881e-05
ECOAH3No1	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA) (No1)	998.209036274092	0.00545824807780959
ECOAH3No2	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA) (No2)	199.939625307305	1.44701096904871e-05
UGLTNo1	UDPglucose--hexose-1-phosphate uridylyltransferase (No1)	199.939625307306	1.44698868744728e-05
DXPSNo1	1-deoxy-D-xylulose 5-phosphate synthase (No1)	137.222111109705	0.000117949437431435
CDPMEKNo1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase (No1)	137.222111109706	0.000116950612443212
MECDPSNo1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (No1)	137.222111109706	0.000117945641152792
DDGLKNo1	2-dehydro-3-deoxygluconokinase (No1)	91.4814074064711	6.45365656595183e-05
XYLI2No1	Xylose isomerase (No1)	199.939625307306	1.4470109689857e-05
PMANMNo1	Phosphomannomutase (No1)	199.939625307306	1.44701096901623e-05
ICLNo1	Isocitrate lyase (No1)	499.104518137047	1.45483920830358e-05
GLYCLNo1	Glycine Cleavage System (No1)	1000	0.0104450759663166
HCYSMTNo1	Homocysteine S-methyltransferase (No1)	1000	0.0104450759667016
LACZNo1	B-galactosidase (No1)	510.826243620534	1.14479392132288e-05
TRE6PHNo1	Trehalose-6-phosphate hydrolase (No1)	510.826243620534	1.14479392143707e-05
XYLI1No1	Xylose isomerase (No1)	998.209036274096	0.00545824807778059
PPCNo1	Phosphoenolpyruvate carboxylase (No1)	273.238440623326	1.38091783483049e-05
arm_G3PT	Glycerol-3-phosphatase (arm)	273.238440623326	1.38091783483049e-05
CINNDONo1	Cinnamate dioxygenase (No1)	137.222111109706	8.93733895366289e-05
DHPPDNo1	2,3-dihydroxyphenylpropionate dehydrogenase (No1)	137.222111109707	8.99555290909786e-05
DHCINDNo1	2,3-dihydroxycinnamate dehydrogenase (No1)	264.917885400361	1.38091783485894e-05
CITLNo1	Citrate lyase (No1)	1000	0.0187783011471936
GOFUCRNo1	GDP-4-oxo-L-fucose reductase (No1)	1000	0.0187783011458283
arm_PYDXK	Pyridoxal kinase (arm)	221.270168762829	7.17689498678947e-06
PYDXKNo1	Pyridoxal kinase (No1)	219.959657906132	7.24027317344778e-06
PYDXKNo2	Pyridoxal kinase (No2)	217.099934823825	7.24027317214326e-06
GTPCII2No1	GTP cyclohydrolase II (25drapp) (No1)	282.027145214238	7.25680551217148e-06
SADT2No1	Sulfate adenyltransferase (No1)	276.865888374345	7.25680551183494e-06
LCARSNo1	Lacaldehyde reductase (S-propane-1,2-diol forming) (No1)	271.775291126244	7.25680551172392e-06
arm_ALCD19	Alcohol dehydrogenase (glycerol) (arm)	221.270168762829	7.17689498678947e-06
ALCD19No1	Alcohol dehydrogenase (glycerol) (No1)	510.826243620534	1.14479392124833e-05
RMPANo1	Rhamnulose-1-phosphate aldolase (No1)	611.974312696643	0.000695423198751516
PFK_2No1	Phosphofructokinase (No1)	151.932301173612	0.000137656177079087
GLTPDNo1	Galactitol-1-phosphate dehydrogenase (No1)	1000	0.0117060388856416
TGBPANo1	Tagatose-bisphosphate aldolase (No1)	1000	0.0223005441974635
TGBPANo2	Tagatose-bisphosphate aldolase (No2)	512.643903015538	0.000122860055900453
MANAONo1	Mannonate oxidoreductase (No1)	510.826243620536	1.14479392131495e-05
TAGURrNo1	Tagaturonate reductase (No1)	686.400762566019	0.000166846165258472
PGLYCPNo1	Phosphoglycolate phosphatase (No1)	367.870966786058	8.02242992627156e-05
GLXCLNo1	Glyoxalate carboligase (No1)	817.139216340641	0.000888146496380388
TARTDNo1	L(+)-tartrate dehydratase (No1)	577.942321827063	0.000109211052948865
GLCRALNo1	5-dehydro-4-deoxyglucarate aldolase (No1)	543.070058215655	0.000131500473076696
arm_KAS14	Beta-ketoacyl-ACP synthase (arm)	1000	2.82146738421702
KAS14No1	Beta-ketoacyl-ACP synthase (No1)	1000	0.0265892244736534
EDTXS1No1	Endotoxin Synthesis (lauroyl transferase) (No1)	1000	0.152555286345754
EDTXS3No1	Endotoxin Synthesis (palmitoleoyl ACP) (No1)	1000	0.305110572687434
EDTXS4No1	Endotoxin Synthesis (myristoyl transferase) (No1)	1000	0.15255528633412
arm_HACD7	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA) (arm)	999.860308516534	0.020309442161984
HACD7No1	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA) (No1)	0.000128099691096395	0.000128081484027864
AACPS1No1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0) (No1)	998.209036274095	0.000197858038028971
SDPDSNo1	Succinyl-diaminopimelate desuccinylase (No1)	998.209036274093	0.000197858038016974
arm_DMSOR1	Dimethyl sulfoxide reductase (Menaquinol 8) (arm)	998.209036274092	0.000197858038029741
DMSOR1No1	Dimethyl sulfoxide reductase (Menaquinol 8) (No1)	998.209036274094	0.000197858038026966
2DGULRyNo1	2-dehydro-L-gulonate reductase (NADPH) (No1)	1000	0.152555286345754
RZ5PPNo1	Alpha-ribazole 5-phosphate phosphatase (No1)	1000	0.305110572695336
NTD9No4	5'-nucleotidase (GMP) (No4)	999.99998564192	0.305110572705274
ADPTNo1	Adenine phosphoribosyltransferase (No1)	367.005146528662	1.41481203375093e-05
ADK1No1	Adenylate kinase (No1)	362.288848304257	1.41481203384322e-05
OCTDPSNo1	Octaprenyl pyrophosphate synthase (No1)	363.06352963984	1.41481203391747e-05
AACPS2No1	Acyl-[acyl-carrier-protein] synthetase  (n-C14:1) (No1)	358.718062570825	1.41481203389156e-05
AACPS3No1	Acyl-[acyl-carrier-protein] synthetase  (n-C16:0) (No1)	359.314464553577	1.41481203385455e-05
AMANKNo1	N-acetyl-D-mannosamine kinase (No1)	274.444222219411	0.00023597930024357
ACNMLNo1	N-Acetylneuraminate lyase (No1)	274.444222219413	0.000233807291036583
arm_CAT	Catalase (arm)	1000	0.000473489027974949
CATNo1	Catalase (No1)	1000	0.305306416927934
CATNo2	Catalase (No2)	1000	0.30529607907198
SERASrNo1	(L-seryl)adenylate synthase (No1)	999.99998564192	0.305110572732346
ACMAMUTNo1	UDP-N-acetyl-D-mannosaminuronic acid transferase (No1)	373.510224879444	1.41481203392857e-05
DDGALKNo1	2-dehydro-3-deoxygalactonokinase (No1)	367.005146528662	1.41481203375093e-05
arm_AB6PGH	Arbutin 6-phosphate glucohydrolase (arm)	368.051713585122	1.41481203392857e-05
AB6PGHNo1	Arbutin 6-phosphate glucohydrolase (No1)	362.288848304257	1.41481203384322e-05
AB6PGHNo2	Arbutin 6-phosphate glucohydrolase (No2)	363.06352963984	1.41481203391747e-05
AB6PGHNo3	Arbutin 6-phosphate glucohydrolase (No3)	358.718062570825	1.41481203389156e-05
AMALT1No1	Amylomaltase (maltotriose) (No1)	373.510224879444	1.41481203392857e-05
MLTP2No1	Maltodextrin phosphorylase (maltohexaose) (No1)	999.99701064774	0
PACCOALNo1	Phenylacetate-CoA ligase (No1)	985.197055328998	0.257344097468035
arm_UDCPDP	Undecaprenyl-diphosphatase (arm)	1000	2.82146738437078
UDCPDPNo1	Undecaprenyl-diphosphatase (No1)	998.209036274095	0.00019785803801857
UDCPDPNo2	Undecaprenyl-diphosphatase (No2)	998.209036274095	0.000197858038022747
UDCPDPNo3	Undecaprenyl-diphosphatase (No3)	1000	0.152555286350208
TREHNo1	Alpha,alpha-trehalase (No1)	998.209036274092	0.000197858037999238
HACD1No2	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (No2)	985.197055329007	0.25734409744684
HACD2No2	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA) (No2)	216.204158361757	7.17689498631185e-06
arm_ACACCT	Acetyl-CoA:acetoacetyl-CoA transferase (arm)	213.590487441623	7.1768949870974e-06
ACACCTNo1	Acetyl-CoA:acetoacetyl-CoA transferase (No1)	223.095711759543	7.24027317258735e-06
ACACCTNo2	Acetyl-CoA:acetoacetyl-CoA transferase (No2)	214.610400891809	7.24027317122733e-06
BUTCTNo1	Acetyl-CoA:butyrate-CoA transferase (No1)	274.950585918014	7.25680551139085e-06
2DGULRxNo1	2-dehydro-L-gulonate reductase (NADH) (No1)	273.0832119984	7.25680551177943e-06
G1PTTNo2	Glucose-1-phosphate thymidylyltransferase (No2)	1000	0.305110572722516
TDPGDHNo2	DTDPglucose 4,6-dehydratase (No2)	548.896424085371	0.00844760713817099
UDPGALMNo1	UDPgalactopyranose mutase (No1)	1000	0.31433477761504
TDPDRRNo1	DTDP-4-dehydrorhamnose reductase (No1)	1000	0.152555286359306
G3PD6No1	Glycerol-3-phosphate dehydrogenase (menaquinone-8) (No1)	1000	0.30511057267401
NDPK7No1	Nucleoside-diphosphate kinase (ATP:dCDP) (No1)	267.370374525606	0.000630671482753725
GLYATNo1	Glycine C-acetyltransferase (No1)	267.370374525606	0.000630671482723087
ADNUCNo1	Adenosine hydrolase (No1)	999.999592804851	0.0246518821019104
GMHEPPANo1	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (No1)	1000	0.305110572680093
S7PINo1	Sedoheptulose 7-phosphate isomerase (No1)	1000	0.305110572732346
TRPS3No1	Tryptophan synthase (indoleglycerol phosphate) (No1)	1000.00498325032	0.157538024755882
CRNBTCTNo1	Gamma-butyrobetainyl-CoA: carnitine CoA transferase (No1)	1000	0.305110572720054
CRNCBCTNo1	Crotonobetainyl-CoA: carnitine CoA transferase (No1)	221.040238695992	7.15988993393809e-06
CRNCDHNo1	Carnityl-CoA dehydratse (No1)	1000	0.00482363012454679
FADRxNo1	FAD reductase (No1)	998.318486769424	0.094623095799525
arm_NDPK2	Nucleoside-diphosphate kinase (ATP:UDP) (arm)	1000	0.0170311727370624
NDPK2No1	Nucleoside-diphosphate kinase (ATP:UDP) (No1)	0.00149497509500743	0.00149482561244617
arm_NDPK3	Nucleoside-diphosphate kinase (ATP:CDP) (arm)	1999.99862794187	0.0825449429716933
NDPK3No1	Nucleoside-diphosphate kinase (ATP:CDP) (No1)	511.997517749261	1.14479392152589e-05
NDPK3No2	Nucleoside-diphosphate kinase (ATP:CDP) (No2)	511.997517749262	1.00762352227557e-05
arm_NDPK4	Nucleoside-diphosphate kinase (ATP:dTDP) (arm)	832.380424127773	6.63130588027523e-05
NDPK4No1	Nucleoside-diphosphate kinase (ATP:dTDP) (No1)	671.77471565666	0.000434171371183046
FCLTNo2	Ferrochelatase (No2)	1.14887615370407e-06	1.14867760368787e-06
FCLTNo3	Ferrochelatase (No3)	1.14887615370407e-06	1.14867760368787e-06
HBZOPTNo1	Hydroxybenzoate octaprenyltransferase (No1)	1.14887615370407e-06	1.14867760368787e-06
PNTKNo1	Pantothenate kinase (No1)	1.14887615370407e-06	1.14867760368787e-06
HETZKNo1	Hydroxyethylthiazole kinase (No1)	499.104518137047	0.00186293079304672
KDOPSNo1	3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase (No1)	499.104518137047	0.00186293079304672
KDOPPNo1	3-deoxy-manno-octulosonate-8-phosphatase (No1)	499.104518137047	0.00186293079303673
CYNTAHNo1	Cyanate aminohydrolase (No1)	1000	0.305110572732346
GSPMDANo1	Glutathionylspermidine amidase (No1)	1000	0.305110572732346
GSPMDSNo1	Glutathionylspermidine synthetase (No1)	1000	0.305110572706127
GUADNo1	Guanine deaminase (No1)	1000	0.305110572675304
arm_TMAOR1	Trimethylamine N-oxide reductase (menaquinol 8) (arm)	1000	0.305110572732346
TMAOR1No1	Trimethylamine N-oxide reductase (menaquinol 8) (No1)	1000	0.305110572732346
TMAOR1No2	Trimethylamine N-oxide reductase (menaquinol 8) (No2)	1000	0.305110572732346
TMAOR2No1	Trimethylamine N-oxide reductase (demethylmenaquinol 8) (No1)	1000	1.93079505787625
DTMPKNo1	DTMP kinase (No1)	998.209036274093	1.41481203392857e-05
arm_NDPK1	Nucleoside-diphosphate kinase (ATP:GDP) (arm)	998.252233419312	0.004134184490315
NDPK1No1	Nucleoside-diphosphate kinase (ATP:GDP) (No1)	998.209036274092	1.41481203392857e-05
NDPK1No2	Nucleoside-diphosphate kinase (ATP:GDP) (No2)	362.325498164989	0.00413418448999969
arm_TRDR	Thioredoxin reductase (NADPH) (arm)	363.10672678506	0.00413418449031533
TRDRNo1	Thioredoxin reductase (NADPH) (No1)	358.718062570825	1.41481203387676e-05
TRDRNo2	Thioredoxin reductase (NADPH) (No2)	0.000756534947214134	1.31980483313534e-05
arm_PGMT	Phosphoglucomutase (arm)	0.00014935389998153	3.29945624996886e-06
PGMTNo1	Phosphoglucomutase (No1)	1.6084266151857e-05	7.74799808501923e-06
KG6PDCNo2	3-keto-L-gulonate 6-phosphate decarboxylase (No2)	1000	0.305110572732346
arm_X5PL3E	L-xylulose 5-phosphate 3-epimerase (arm)	1000	0.305110572707221
BETALDHxNo1	Betaine-aldehyde dehydrogenase (No1)	1.6084266151857e-05	6.59891250049427e-06
BETALDHyNo1	Betaine-aldehyde dehydrogenase (No1)	0.00014935389998153	3.29945624996886e-06
MLTG3No1	Maltodextrin glucosidase (maltopentaose) (No1)	0.00014935389998153	3.29945624996886e-06
arm_DKGLCNR1	2,5-diketo-D-gluconate reductase (arm)	0.00014935389998153	3.30818890512946e-06
DKGLCNR1No1	2,5-diketo-D-gluconate reductase (No1)	0.00014935389998153	3.30818890512946e-06
DKGLCNR1No2	2,5-diketo-D-gluconate reductase (No2)	1.14887615370407e-06	1.14867760368787e-06
NADTRHDNo1	NAD transhydrogenase (No1)	139.252438135034	4.85083906092976e-05
FMNRx2No2	FMN reductase (No2)	578.584199226988	0.000816032528459167
FMNRx2No3	FMN reductase (No3)	578.584199226988	0.000816032528486527
GMPS2No1	GMP synthase (No1)	578.584199226988	0.000816032528459167
AMPNNo1	AMP nucleosidase (No1)	578.584199226988	0.000816032528459167
ADCSNo1	4-amino-4-deoxychorismate synthase (No1)	998.209036274094	1.41481203375093e-05
UMPKNo1	UMP kinase (No1)	578.584199226988	0.000816032528459167
UMPKNo2	UMP kinase (No2)	578.584199226988	0.000816032528459167
DDPGALANo1	2-dehydro-3-deoxy-6-phosphogalactonate aldolase (No1)	998.245686134824	0.00413418448999917
DURIK1No1	Deoxyuridine kinase (ATP:Deoxyuridine) (No1)	998.209036274091	1.41481203392857e-05
UPPRTNo1	Uracil phosphoribosyltransferase (No1)	998.209036274095	4.8189777977367e-09
CTPS2No1	CTP synthase (glutamine) (No1)	998.209036274094	4.81897779777467e-09
arm_NTD1	5'-nucleotidase (dUMP) (arm)	998.209036274093	4.81897779757516e-09
NTD1No1	5'-nucleotidase (dUMP) (No1)	998.209036274092	4.81889624430275e-09
NTD1No2	5'-nucleotidase (dUMP) (No2)	1000	0.0614470084332915
NTD7No1	5'-nucleotidase (AMP) (No1)	500	0.00244680781088217
UAGPT3No1	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (No1)	1.14887615370407e-06	1.14866094754613e-06
arm_F6PA	Fructose 6-phosphate aldolase (arm)	234.848115402731	0.000686563598828246
F6PANo1	Fructose 6-phosphate aldolase (No1)	0.000128099691138004	2.08114471139664e-06
F6PANo2	Fructose 6-phosphate aldolase (No2)	373.510224879444	1.41481203395841e-05
AGMHENo1	ADP-D-glycero-D-manno-heptose epimerase (No1)	998.209036274096	4.8189777982544e-09
IDONDNo1	L-idonate 5-dehydrogenase (No1)	1000	0.305110572701224
IDOND2No1	L-indonate 5-dehydrogenase (NADP) (No1)	1000	0.305110572732346
HPYRRyNo1	Hydroxypyruvate reductase (NADPH) (No1)	671.77471565666	0.000434171371183046
AGDCNo1	N-acetylglucosamine-6-phosphate deacetylase (No1)	27.9885569131251	8.55263700150731e-06
ASNNNo1	L-asparaginase (No1)	578.584199226988	0.000816032528459167
ASPCTNo1	Aspartate carbamoyltransferase (No1)	1.14887615370407e-06	1.1486810138184e-06
ASPCTNo2	Aspartate carbamoyltransferase (No2)	511.997517749261	1.14479392140376e-05
DMPPSNo1	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp) (No1)	1013.29042374348	0.000125862093290241
IPDPSNo1	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp) (No1)	2.23502994165306e-06	1.09176275523565e-06
DAPENo1	Diaminopimelate epimerase (No1)	1000	0.00432405119852752
DHDPRyNo1	Dihydrodipicolinate reductase (NADPH) (No1)	1000	0.00432405119816792
HSKNo1	Homoserine kinase (No1)	998.209036274092	1.41481203392117e-05
arm_SDPTA	Succinyldiaminopimelate transaminase (arm)	367.005146528663	1.41481203375093e-05
SDPTANo1	Succinyldiaminopimelate transaminase (No1)	368.05171358512	1.41481203388416e-05
SDPTANo2	Succinyldiaminopimelate transaminase (No2)	359.314464553579	1.41481203375093e-05
SDPTANo3	Succinyldiaminopimelate transaminase (No3)	998.209036274093	4.81897779730804e-09
SDPTANo4	Succinyldiaminopimelate transaminase (No4)	998.209036274094	4.81897779825611e-09
SDPTANo5	Succinyldiaminopimelate transaminase (No5)	1.14887615370407e-06	1.14867760368787e-06
THRSNo1	Threonine synthase (No1)	1.14887615370407e-06	1.14867760368787e-06
HSSTNo1	Homoserine O-succinyltransferase (No1)	1.14887615370407e-06	1.14867760368787e-06
PPNDHNo1	Prephenate dehydratase (No1)	1.14887620838999e-06	1.14868101049649e-06
arm_DDPA	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase (arm)	0.00062843525607613	1.43641877138255e-05
DDPANo2	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase (No2)	0.00014935389998153	3.30818890512946e-06
NNAMNo1	Nicotinamidase (No1)	1.14887615370407e-06	1.14867760368787e-06
P5CDNo1	1-pyrroline-5-carboxylate dehydrogenase (No1)	1.14887615370407e-06	1.14867760368787e-06
SPMDAT1No1	Spermidine acetyltransferase (No1)	1.14887615370407e-06	1.14867760368787e-06
SPMDAT2No1	Spermidine acetyltransferase (N8) (No1)	1.14887615370407e-06	1.14867760368787e-06
TDPADGATNo1	DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase (No1)	1.14887620838999e-06	1.14867751596964e-06
MALSNo1	Malate synthase (No1)	2.74439069210004e-07	1.34055850825642e-07
MALSNo2	Malate synthase (No2)	1000	0.0125909216618669
TRE6PPNo1	Trehalose-phosphatase (No1)	999.875825006448	0.00618110932927479
arm_ADPRDP	ADPribose diphosphatase (arm)	999.116122337316	0.00447476127216843
ADPRDPNo1	ADPribose diphosphatase (No1)	998.209036274095	0.0124072344213954
ADPRDPNo2	ADPribose diphosphatase (No2)	1000	0.0726599379716601
M1PDNo1	Mannitol-1-phosphate 5-dehydrogenase (No1)	139.252438135034	4.85083906076176e-05
G3PD2No1	Glycerol-3-phosphate dehydrogenase (NADP) (No1)	1000	0.305110572704024
GALS3No1	A-galactosidase (melibiose) (No1)	1000	0.305110572732346
FCINo1	L-fucose isomerase (No1)	1000	0.00489361562176435
FCLPANo1	L-fuculose 1-phosphate aldolase (No1)	1000	0.00151216340578138
FCLPANo2	L-fuculose 1-phosphate aldolase (No2)	1000	0.00151216340578138
ACCOALNo2	Acetate-CoA ligase (ADP-forming) (No2)	998.209036274095	0.0094054318207735
U23GAATNo1	UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase (No1)	578.584199226988	0.000816032528460409
arm_HPYRRx	Hydroxypyruvate reductase (NADH) (arm)	1000	0.000578444979015769
GLYCDxNo1	Glycerol dehydrogenase (No1)	1000	0.305110572732346
ASP1DCNo1	Aspartate 1-decarboxylase (No1)	1999.42280173733	0.0157318460664422
UHGADANo1	UDP-3-O-acetylglucosamine deacetylase (No1)	12.7713635664649	5.53291873618575e-06
PRPPSNo1	Phosphoribosylpyrophosphate synthetase (No1)	1.14887615370407e-06	1.14876127757631e-06
arm_CYSS	Cysteine synthase (arm)	998.209036274093	0.000883730953840089
ASPKNo1	Aspartate kinase (No1)	2000	0.457665859057963
ASCBPLNo1	L-ascorbate 6-phosphate lactonase (No1)	1000	0.10170352422944
ACBIPGTNo1	Adenosyl cobinamide phosphate guanyltransferase (No1)	1000	0.101703524231292
HPPPNDONo1	2,3-dihydroxypheylpropionate 1,2-dioxygenase (No1)	1000	0.305110572723198
DHCINDONo1	2,3-dihydroxycinnamate 1,2-dioxygenase (No1)	1000	0.305110572683181
ENTCSNo1	Enterochelin synthase (No1)	1000	6.74583523100933e-05
SULRNo1	Sulfite reductase (NADPH2) (No1)	1000	0.305110572683067
URDGLYCDNo1	Ureidoglycolate dehydrogenase (No1)	1000	0.305110572722516
CBMKrNo1	Carbamate kinase (No1)	1000	0.305110572708973
AMANAPErNo1	N-acetylmannosamine 6-phosphate epimerase (No1)	7.6852074926137e-08	3.7514550276993e-08
CYTDHNo1	Cytidine hydrolase (No1)	1000	0.00288577052190395
CYTDHNo2	Cytidine hydrolase (No2)	1000	0.0204317117047561
CYTDHNo3	Cytidine hydrolase (No3)	1000	0.0197421683652353
PSERTNo1	Phosphoserine transaminase (No1)	1000	0.0201130845240237
AIRC2No1	Phosphoribosylaminoimidazole carboxylase (No1)	1000	0.0204317117023382
GAPDNo1	Glyceraldehyde-3-phosphate dehydrogenase (No1)	1000	0.0200490622988518
GNDNo1	Phosphogluconate dehydrogenase (No1)	1000	1.30044514069994
TAUDONo1	Taurine dioxygenase (No1)	1000	1.7325079394071
ME2No1	Malic enzyme (NADP) (No1)	1000	1.16014946927746
ARGSLNo1	Argininosuccinate lyase (No1)	1000	0.0201130845269903
CBPSNo1	Carbamoyl-phosphate synthase (glutamine-hydrolysing) (No1)	1000	0.0200490622997476
GLU5KNo1	Glutamate 5-kinase (No1)	1000	0.0197421683685843
IPPSNo1	2-isopropylmalate synthase (No1)	1000	0.305110572702593
MLTG1No1	Maltodextrin glucosidase (maltotriose) (No1)	0.000384299073402872	0.000384253481696132
AMALT3No1	Amylomaltase (maltopentaose) (No1)	0.000384299073402872	0.000384253481696132
MLTP3No1	Maltodextrin phosphorylase (maltoheptaose) (No1)	0.000384299073402872	0.000384252314194485
SPODMNo1	Superoxide dismutase (No1)	1000	0.0255983698157252
SPODMNo2	Superoxide dismutase (No2)	252.774039869478	0.000184789622735493
AHCYSNSNo1	S-adenosylhomocysteine nucleosidase (No1)	252.774039869478	0.000184789622735493
arm_NTPP4	Nucleoside triphosphate pyrophosphorylase (ctp) (arm)	1000	0.00405218113950898
NTPP4No2	Nucleoside triphosphate pyrophosphorylase (ctp) (No2)	500	0.00763171347679165
NTPP3No1	Nucleoside triphosphate pyrophosphorylase (dctp) (No1)	500	1.31607653202082e-05
NTPP3No2	Nucleoside triphosphate pyrophosphorylase (dctp) (No2)	0.000384299073402872	0.000384253481696006
arm_NTPP6	Nucleoside triphosphate pyrophosphorylase (atp) (arm)	1000	0.00243556589213931
NTPP6No2	Nucleoside triphosphate pyrophosphorylase (atp) (No2)	1000	0.152555286335174
arm_NTPP7	Nucleoside triphosphate pyrophosphorylase (dttp) (arm)	1000	0.152555286346685
NTPP7No1	Nucleoside triphosphate pyrophosphorylase (dttp) (No1)	1000	0.020238231772557
arm_CYANST	Cyanide sulfurtransferase (arm)	88.3898269062101	3.47905399118059e-05
CYANSTNo2	Cyanide sulfurtransferase (No2)	823.332922806377	0.000407403031986754
DBTSNo1	Dethiobiotin synthase (No1)	163.961752084908	0.000186637574640325
DCTPDNo1	DCTP deaminase (No1)	163.961752084908	0.000186637574636609
GMPRNo1	GMP reductase (No1)	1000	0.173638159503803
NADS1No1	NAD synthase (nh3) (No1)	1000	0.328159733311124
NTRIR2xNo1	Nitrite Reductase (NADH) (No1)	1000	0.152555286352088
arm_OCBT	Ornithine carbamoyltransferase (arm)	1000	0.152555286359901
OCBTNo1	Ornithine carbamoyltransferase (No1)	1000	0.15255528634893
