OG..	S.cer	K.marx	Y.lipo
OG0001012	YCL030C	KLMA_10065	YALI0A15950g
OG0002532	YIR005W	KLMA_50369	YALI0C16368g
OG0001589	YBL023C	KLMA_30138	YALI0F04664g
OG0001566	YGR110W	KLMA_30089	YALI0D17842g
OG0002171	YHR134W	KLMA_40353	YALI0F28523g
OG0001335	YPR178W	KLMA_20501	YALI0E28226g
OG0002262	YJR129C	KLMA_40513	YALI0C05929g
OG0000735	YCR027C	KLMA_10557	YALI0E30943g
OG0002576	YPR117W	KLMA_50441	YALI0E30855g
OG0002229	YDL072C	KLMA_40459	YALI0E26026g
OG0003502	YPR021C	KLMA_70407	YALI0D26147g
OG0002529	YHR079C	KLMA_50358	YALI0A14839g
OG0001265	YNR037C	KLMA_20397	YALI0B22594g
OG0001613	YER162C	KLMA_30173	YALI0D08756g
OG0000933	YOL075C	KLMA_10204	YALI0D25828g
OG0001574	YKL128C	KLMA_30102	YALI0F03707g
OG0001418	YML092C	KLMA_20661	YALI0F06314g
OG0000904	YOL010W	KLMA_10262	YALI0A05555g
OG0002394	YLR229C	KLMA_50127	YALI0B15752g
OG0003051	YJR005W	KLMA_80077	YALI0E15598g
OG0003483	YDR481C	KLMA_70377	YALI0F16709g
OG0000701	YML055W	KLMA_10618	YALI0A19492g
OG0001872	YBR151W	KLMA_30575	YALI0C15246g
OG0001213	YMR243C	KLMA_20314	YALI0F00176g
OG0000874	YMR221C	KLMA_10311	YALI0C02211g
OG0002762	YER021W	KLMA_60430	YALI0F28413g
OG0002164	YIL046W	KLMA_40339	YALI0B09977g
OG0000703	YLR429W	KLMA_10616	YALI0A19470g
OG0001515	YOR367W	KLMA_20824	YALI0E32241g
OG0001009	YDR510W	KLMA_10072	YALI0F06826g
OG0003083	YIL090W	KLMA_80125	YALI0D03982g
OG0001365	YHR013C	KLMA_20561	YALI0B05742g
OG0001811	YCR051W	KLMA_30487	YALI0F10747g
OG0003116	YIL116W	KLMA_80165	YALI0E01254g
OG0003221	YER095W	KLMA_80356	YALI0F15477g
OG0003292	YDL058W	KLMA_70075	YALI0F02387g
OG0003465	YBR086C	KLMA_70344	YALI0C21538g
OG0002405	YGL018C	KLMA_50147	YALI0D00220g
OG0002961	YDR331W	KLMA_60108	YALI0F07733g
OG0003289	YDL060W	KLMA_70069	YALI0B08756g
OG0003041	YMR278W	KLMA_80051	YALI0E02244g
OG0002192	YOL129W	KLMA_40396	YALI0D20944g
OG0002747	YDL052C	KLMA_60451	YALI0E18964g
OG0002642	YLR166C	KLMA_50557	YALI0C01595g
OG0002675	YNL219C	KLMA_50609	YALI0E28941g
OG0002161	YCR075C	KLMA_40336	YALI0C15345g
OG0001436	YLR002C	KLMA_20683	YALI0D10505g
OG0001172	YPR160W	KLMA_20256	YALI0F04169g
OG0000627	YBR202W	KLMA_10748	YALI0B18722g
OG0003102	YNL041C	KLMA_80144	YALI0F16467g
OG0002362	YJL063C	KLMA_50075	YALI0B17732g
OG0000778	YMR289W	KLMA_10481	YALI0D16269g
OG0002127	YGL175C	KLMA_40276	YALI0C23727g
OG0001222	YDL040C	KLMA_20330	YALI0F12221g
OG0003362	YIL049W	KLMA_70185	YALI0E07788g
OG0001471	YNL178W	KLMA_20742	YALI0E23694g
OG0003506	YGL178W	KLMA_70413	YALI0E10395g
OG0002866	YNL131W	KLMA_60264	YALI0C11011g
OG0001426	YML099C	KLMA_20669	YALI0D09647g
OG0001924	YEL053C	KLMA_30663	YALI0F08591g
OG0001098	YLR222C	KLMA_20126	YALI0E32043g
OG0000595	YPL101W	KLMA_10802	YALI0F21879g
OG0001617	YJL020C	KLMA_30178	YALI0B14971g
OG0002906	YKL074C	KLMA_60190	YALI0E09889g
OG0000628	YPL066W	KLMA_10746	YALI0A18359g
OG0000814	YOR075W	KLMA_10413	YALI0C10846g
OG0003059	YDR473C	KLMA_80088	YALI0B05632g
OG0000915	YFL010C	KLMA_10235	YALI0E15246g
OG0003050	YLR003C	KLMA_80075	YALI0A19140g
OG0003348	YNL315C	KLMA_70163	YALI0B17314g
OG0002328	YGL119W	KLMA_40620	YALI0B15664g
OG0000836	YKL172W	KLMA_10388	YALI0E05797g
OG0002657	YDR196C	KLMA_50578	YALI0F09625g
OG0002109	YHR088W	KLMA_40243	YALI0F21483g
OG0002639	YDR180W	KLMA_50554	YALI0A14707g
OG0000621	YBR198C	KLMA_10761	YALI0B14245g
OG0003286	YDL064W	KLMA_70064	YALI0B22638g
OG0001572	YKL125W	KLMA_30097	YALI0D26994g
OG0002674	YDL236W	KLMA_50608	YALI0E28919g
OG0001979	YNR046W	KLMA_40025	YALI0E24761g
OG0002692	YNL241C	KLMA_50631	YALI0E22649g
OG0002763	YJR117W	KLMA_60429	YALI0F11033g
OG0002466	YBR030W	KLMA_50246	YALI0B08624g
OG0002380	YAL033W	KLMA_50105	YALI0B04752g
OG0002146	YKL064W	KLMA_40312	YALI0B05148g
OG0002739	YNR012W	KLMA_60464	YALI0E31009g
OG0001220	YOR305W	KLMA_20327	YALI0B22770g
OG0003201	YBR123C	KLMA_80315	YALI0E14663g
OG0000953	YDL029W	KLMA_10173	YALI0F15389g
OG0001873	YOL090W	KLMA_30578	YALI0F00154g
OG0003089	YIL094C	KLMA_80130	YALI0D10593g
OG0000939	YIR027C	KLMA_10192	YALI0F23243g
OG0001041	YDR075W	KLMA_20019	YALI0F10505g
OG0001063	YGR147C	KLMA_20056	YALI0F15257g
OG0000709	YKR017C	KLMA_10605	YALI0F27511g
OG0000842	YKL179C	KLMA_10378	YALI0C18821g
OG0002558	YOL030W	KLMA_50411	YALI0D04851g
OG0003312	YPR041W	KLMA_70113	YALI0D07436g
OG0003195	YPR074C	KLMA_80302	YALI0E06479g
OG0003091	YNL021W	KLMA_80132	YALI0E24893g
OG0002872	YNL126W	KLMA_60257	YALI0C09757g
OG0001738	YDR080W	KLMA_30373	YALI0F17710g
OG0000737	YCR019W	KLMA_10552	YALI0E12067g
OG0000835	YJL167W	KLMA_10389	YALI0E05753g
OG0003445	YER013W	KLMA_70314	YALI0B11352g
OG0002045	YDR051C	KLMA_40124	YALI0F11781g
OG0001113	YMR091C	KLMA_20149	YALI0C12342g
OG0000944	YAR019C	KLMA_10187	YALI0F08165g
OG0002347	YOR206W	KLMA_50045	YALI0D12012g
OG0000863	YHR164C	KLMA_10328	YALI0E33377g
OG0003435	YPR128C	KLMA_70301	YALI0E03058g
OG0001116	YKL101W	KLMA_20157	YALI0E06519g
OG0001191	YGL043W	KLMA_20286	YALI0E09196g
OG0001718	YMR197C	KLMA_30336	YALI0B02244g
OG0000853	YJL140W	KLMA_10351	YALI0C12793g
OG0000992	YNL272C	KLMA_10103	YALI0F27379g
OG0002871	YNL127W	KLMA_60258	YALI0C09779g
OG0001371	YOR136W	KLMA_20575	YALI0D06303g
OG0000711	YDR061W	KLMA_10600	YALI0E33671g
OG0000872	YMR218C	KLMA_10315	YALI0B22726g
OG0003247	YDR363W	KLMA_80404	YALI0C22209g
OG0000618	YPL078C	KLMA_10765	YALI0F20306g
OG0003135	YGR277C	KLMA_80200	YALI0D19426g
OG0002491	YER086W	KLMA_50297	YALI0D02497g
OG0001780	YHR034C	KLMA_30434	YALI0A19184g
OG0002298	YDR456W	KLMA_40570	YALI0F02321g
OG0001639	YGR181W	KLMA_30207	YALI0D06908g
OG0002060	YDR120C	KLMA_40150	YALI0E30723g
OG0000742	YCR014C	KLMA_10541	YALI0D12364g
OG0002506	YLR203C	KLMA_50319	YALI0E32483g
OG0002483	YGR060W	KLMA_50284	YALI0F11297g
OG0002234	YLR395C	KLMA_40468	YALI0F04103g
OG0001941	YER043C	KLMA_30687	YALI0F11759g
OG0000592	YPL104W	KLMA_10807	YALI0F26433g
OG0003176	YOL102C	KLMA_80269	YALI0C01287g
OG0003064	YGL148W	KLMA_80099	YALI0D17930g
OG0002501	YLR201C	KLMA_50314	YALI0F27313g
OG0001538	YJR065C	KLMA_30048	YALI0E34170g
OG0002444	YMR080C	KLMA_50219	YALI0D23881g
OG0002130	YJL014W	KLMA_40283	YALI0D20570g
OG0001084	YJL039C	KLMA_20094	YALI0B02750g
OG0002044	YDR037W	KLMA_40122	YALI0F16291g
OG0002297	YML031W	KLMA_40569	YALI0F02409g
OG0002224	YDL076C	KLMA_40451	YALI0B11484g
OG0003497	YNL287W	KLMA_70400	YALI0F03454g
OG0001319	YNL007C	KLMA_20479	YALI0E13508g
OG0001645	YLL014W	KLMA_30216	YALI0A21010g
OG0002054	YLR088W	KLMA_40137	YALI0A08536g
OG0001773	YDR293C	KLMA_30423	YALI0F13717g
OG0000941	YAR014C	KLMA_10190	YALI0F01815g
OG0001950	YGL236C	KLMA_30698	YALI0E06941g
OG0001008	YLR178C	KLMA_10077	YALI0B03366g
OG0000841	YJL176C	KLMA_10379	YALI0F15939g
OG0003463	YBL037W	KLMA_70342	YALI0C18623g
OG0001014	YCL031C	KLMA_10063	YALI0C13596g
OG0002082	YOR163W	KLMA_40184	YALI0A04675g
OG0003248	YHR113W	KLMA_80405	YALI0B05522g
OG0001623	YDL003W	KLMA_30188	YALI0B08470g
OG0003254	YLL048C	KLMA_80415	YALI0E14234g
OG0002841	YHL020C	KLMA_60306	YALI0C14784g
OG0001994	YLR326W	KLMA_40042	YALI0C06193g
OG0001883	YAL044W-A	KLMA_30590	YALI0E00572g
OG0000679	YBR023C	KLMA_10656	YALI0C24354g
OG0003437	YGR116W	KLMA_70304	YALI0B01224g
OG0001763	YLR014C	KLMA_30408	YALI0B09713g
OG0003240	YOR119C	KLMA_80397	YALI0C22385g
OG0001458	YHR042W	KLMA_20725	YALI0D04422g
OG0003387	YPL231W	KLMA_70219	YALI0B19382g
OG0001921	YEL051W	KLMA_30660	YALI0D00583g
OG0002632	YDR170C	KLMA_50534	YALI0D23463g
OG0001205	YFL030W	KLMA_20304	YALI0E16643g
OG0003495	YNL289W	KLMA_70398	YALI0F22231g
OG0003328	YBL102W	KLMA_70134	YALI0F11561g
OG0001901	YGR053C	KLMA_30628	YALI0F07689g
OG0002177	YKL022C	KLMA_40367	YALI0B15378g
OG0001514	YBR286W	KLMA_20821	YALI0B21186g
OG0000641	YEL024W	KLMA_10723	YALI0A02915g
OG0001083	YKL154W	KLMA_20093	YALI0D17952g
OG0002915	YKL080W	KLMA_60175	YALI0A11143g
OG0001680	YEL046C	KLMA_30275	YALI0A21417g
OG0002133	YJL011C	KLMA_40286	YALI0D20592g
OG0002614	YDR159W	KLMA_50505	YALI0F27775g
OG0003438	YPR124W	KLMA_70305	YALI0C20295g
OG0002955	YBR002C	KLMA_60115	YALI0C18799g
OG0003427	YPR140W	KLMA_70286	YALI0C14036g
OG0001797	YPL175W	KLMA_30461	YALI0A20482g
OG0003160	YOR356W	KLMA_80243	YALI0C14806g
OG0003163	YOL123W	KLMA_80246	YALI0C13860g
OG0001582	YKL137W	KLMA_30119	YALI0E02002g
OG0001548	YKL009W	KLMA_30060	YALI0F31317g
OG0001556	YKL001C	KLMA_30070	YALI0E00418g
OG0001786	YDR306C	KLMA_30442	YALI0E15103g
OG0001861	YMR247C	KLMA_30560	YALI0E27049g
OG0002574	YGR098C	KLMA_50439	YALI0C08960g
OG0000962	YCR035C	KLMA_10158	YALI0B14905g
OG0002838	YHL013C	KLMA_60315	YALI0C19987g
OG0001995	YGR007W	KLMA_40044	YALI0C06303g
OG0001971	YNR052C	KLMA_40013	YALI0B12496g
OG0001200	YGL191W	KLMA_20299	YALI0F03201g
OG0000696	YLR424W	KLMA_10624	YALI0E21395g
OG0002414	YML068W	KLMA_50163	YALI0C20889g
OG0000710	YDR090C	KLMA_10601	YALI0C04884g
OG0002779	YDR255C	KLMA_60399	YALI0A18788g
OG0003395	YMR176W	KLMA_70229	YALI0C16390g
OG0002116	YGR198W	KLMA_40256	YALI0A21076g
OG0002036	YBR058C	KLMA_40109	YALI0B17072g
OG0001667	YOR052C	KLMA_30252	YALI0A01067g
OG0000983	YNL261W	KLMA_10118	YALI0B01452g
OG0002309	YML021C	KLMA_40589	YALI0D04158g
OG0001490	YFL014W	KLMA_20771	YALI0D20526g
OG0001816	YCR059C	KLMA_30495	YALI0C01331g
OG0001620	YDL007W	KLMA_30184	YALI0F02585g
OG0002160	YCR077C	KLMA_40332	YALI0E19514g
OG0000725	YMR277W	KLMA_10575	YALI0E03278g
OG0000946	YDL020C	KLMA_10183	YALI0F25861g
OG0003300	YBL039C	KLMA_70086	YALI0B05368g
OG0002943	YDL008W	KLMA_60132	YALI0F17050g
OG0002802	YGL084C	KLMA_60361	YALI0E30283g
OG0003513	YKL145W	KLMA_70422	YALI0D11418g
OG0001232	YAL008W	KLMA_20345	YALI0A00440g
OG0002683	YNL227C	KLMA_50618	YALI0B15312g
OG0003431	YGR119C	KLMA_70293	YALI0A20702g
OG0001622	YDL004W	KLMA_30187	YALI0D22022g
OG0002013	YMR120C	KLMA_40081	YALI0D24409g
OG0002412	YGL011C	KLMA_50157	YALI0C06039g
OG0000692	YKL193C	KLMA_10628	YALI0B14355g
OG0002427	YGR037C	KLMA_50190	YALI0E23185g
OG0001715	YPL254W	KLMA_30333	YALI0C14058g
OG0003518	YPR004C	KLMA_70435	YALI0E13420g
OG0001713	YBL011W	KLMA_30327	YALI0C00209g
OG0001421	YML095C	KLMA_20664	YALI0D25762g
OG0002144	YMR041C	KLMA_40310	YALI0F30811g
OG0002920	YKL085W	KLMA_60167	YALI0D16753g
OG0001276	YGL097W	KLMA_20412	YALI0A13299g
OG0000854	YKR060W	KLMA_10349	YALI0F20438g
OG0001045	YDR071C	KLMA_20026	YALI0B14036g
OG0003110	YIL108W	KLMA_80154	YALI0F30459g
OG0000684	YPL204W	KLMA_10641	YALI0F08305g
OG0001282	YMR201C	KLMA_20422	YALI0B01474g
OG0003126	YGR285C	KLMA_80181	YALI0A00594g
OG0003414	YPR162C	KLMA_70264	YALI0E15928g
OG0002499	YLR197W	KLMA_50311	YALI0D17116g
OG0002519	YHR074W	KLMA_50347	YALI0A20108g
OG0002923	YKL087C	KLMA_60164	YALI0E06215g
OG0001392	YOR122C	KLMA_20614	YALI0B07183g
OG0002714	YDL139C	KLMA_60510	YALI0F23859g
OG0001467	YDL213C	KLMA_20738	YALI0E25872g
OG0002245	YHR202W	KLMA_40483	YALI0D13640g
OG0003157	YNL102W	KLMA_80234	YALI0E11869g
OG0001480	YHR143W-A	KLMA_20755	YALI0C20075g
OG0002832	YKL033W	KLMA_60322	YALI0B19734g
OG0000705	YOR288C	KLMA_10614	YALI0F29381g
OG0001940	YGL227W	KLMA_30686	YALI0F11693g
OG0002212	YHR170W	KLMA_40432	YALI0F08151g
OG0002754	YLR451W	KLMA_60441	YALI0D13904g
OG0000689	YLR420W	KLMA_10633	YALI0F22781g
OG0003038	YOR001W	KLMA_80041	YALI0E04444g
OG0002578	YGR100W	KLMA_50442	YALI0B01628g
OG0003524	YFR002W	KLMA_70442	YALI0C22066g
OG0003002	YKR051W	KLMA_60040	YALI0B18260g
OG0002057	YDR116C	KLMA_40144	YALI0D12771g
OG0002026	YLL028W	KLMA_40096	YALI0F07062g
OG0002772	YFR052W	KLMA_60411	YALI0A18612g
OG0002286	YPL214C	KLMA_40552	YALI0C15554g
OG0001961	YKR095W-A	KLMA_30716	YALI0F21373g
OG0002266	YLR410W	KLMA_40523	YALI0B13464g
OG0002422	YLR438W	KLMA_50178	YALI0C04433g
OG0001013	YDR511W	KLMA_10064	YALI0C09548g
OG0001101	YLR220W	KLMA_20129	YALI0D20306g
OG0001771	YHR039C	KLMA_30421	YALI0E11341g
OG0001301	YDR354W	KLMA_20454	YALI0D27170g
OG0002981	YLR047C	KLMA_60070	YALI0B17292g
OG0000988	YGR047C	KLMA_10111	YALI0B00528g
OG0000928	YLR278C	KLMA_10211	YALI0C01375g
OG0002819	YBR290W	KLMA_60340	YALI0F26301g
OG0003280	YFL036W	KLMA_70058	YALI0A12001g
OG0002005	YLR038C	KLMA_40066	YALI0E16709g
OG0002857	YOL064C	KLMA_60279	YALI0F27665g
OG0001314	YFR019W	KLMA_20473	YALI0E29161g
OG0001900	YGR054W	KLMA_30627	YALI0C08877g
OG0001819	YCR063W	KLMA_30499	YALI0B18238g
OG0001117	YKL099C	KLMA_20159	YALI0E01936g
OG0001402	YOL146W	KLMA_20632	YALI0D02365g
OG0002364	YJL066C	KLMA_50079	YALI0F02255g
OG0002276	YPL206C	KLMA_40537	YALI0F08217g
OG0002000	YMR137C	KLMA_40057	YALI0D12166g
OG0000614	YPL082C	KLMA_10772	YALI0F31053g
OG0001662	YKL162C	KLMA_30245	YALI0F20878g
OG0002881	YNL115C	KLMA_60241	YALI0F18656g
OG0000822	YOL111C	KLMA_10400	YALI0B17061g
OG0002545	YIR001C	KLMA_50386	YALI0E16500g
OG0001624	YDR333C	KLMA_30189	YALI0C04543g
OG0000632	YBR204C	KLMA_10741	YALI0B15950g
OG0000756	YER182W	KLMA_10512	YALI0F26015g
OG0002637	YLR163C	KLMA_50549	YALI0A14806g
OG0002218	YML071C	KLMA_40441	YALI0F16203g
OG0002634	YDR172W	KLMA_50537	YALI0B08250g
OG0000727	YNL137C	KLMA_10573	YALI0B10494g
OG0003347	YNL316C	KLMA_70162	YALI0B17336g
OG0002612	YDR158W	KLMA_50503	YALI0D13596g
OG0001188	YGL126W	KLMA_20281	YALI0C24145g
OG0001757	YDR280W	KLMA_30400	YALI0B08514g
OG0001497	YOR223W	KLMA_20794	YALI0F08019g
OG0003263	YPL155C	KLMA_70024	YALI0F27027g
OG0003185	YPR066W	KLMA_80286	YALI0F04147g
OG0003222	YBL066C	KLMA_80359	YALI0D05005g
OG0000693	YNL040W	KLMA_10627	YALI0E04246g
OG0002367	YBR280C	KLMA_50083	YALI0E12617g
OG0001090	YCR002C	KLMA_20109	YALI0C21087g
OG0002215	YGR253C	KLMA_40435	YALI0E02794g
OG0003457	YPR051W	KLMA_70335	YALI0C11539g
OG0002349	YJL049W	KLMA_50055	YALI0D09999g
OG0001434	YJR001W	KLMA_20681	YALI0F30063g
OG0002029	YLL026W	KLMA_40099	YALI0E27962g
OG0002541	YPR086W	KLMA_50380	YALI0C02563g
OG0000634	YNL147W	KLMA_10734	YALI0F30426g
OG0002698	YDR027C	KLMA_60547	YALI0B16822g
OG0003456	YBR088C	KLMA_70334	YALI0D10571g
OG0002894	YAL036C	KLMA_60212	YALI0A00286g
OG0002568	YGR093W	KLMA_50429	YALI0B22330g
OG0000921	YOR181W	KLMA_10217	YALI0B22110g
OG0003252	YHL031C	KLMA_80410	YALI0D23353g
OG0003308	YJR110W	KLMA_70102	YALI0E23738g
OG0002711	YDL141W	KLMA_60514	YALI0E30591g
OG0001753	YBR141C	KLMA_30392	YALI0F30085g
